CitizenID,Name,BirthDate,Nationality,Address,VotingStatus,PassportNumber,TaxID,MaritalStatus,CriminalRecord,EducationLevel,Income,ImmigrationYear
CIT_020,Brian Fernandez,Apr 17 1985,FR,"85773 Peter Turnpike Suite 396, New Peggy, AS 70062",Yes,680185893,TAX_020_94,Widowed,Pending,High School,69043.2,
CIT_021,MARK STRICKLAND,1980-01-16,IND,"050 Loretta Parks Apt. 355, Danielbury, MH 86416",Yes,M30326905,TAX-021-45,Married, ,Bachelors,53868.8,1956.0
CIT_022,Sabrina Hernandez,1979-12-22,FR,"007 Good Skyway Apt. 182, North Erin, AL 95116",Y,INVALID_hotel,TAX-022-30,Married,None,HS,95421.08,1974.0
CIT_023,Sarah King,1970-09-08,US,"50230 Joshua Isle Apt. 566, Lake Mitchellborough, KS 43917", ,INVALID_style,TAX-023-17,Single,None,Masters,145029.63,
CIT_024,Mark Payne,1997-08-21,India,"86345 Mccoy Route Apt. 226, New Paige, ID 86798",No,Y00267928,TAX-024-16,Widowed,None,HS,18638.51,
CIT_025,CHRISTOPHER SMALL,1956-07-01,India,"7779 Fields Manor, Herrerastad, GA 69867",Registered,M10831218,TAX-025-10,S,None,Doctorate,44102.78,
CIT_026,Sara Smith,1951-05-04,France,"9569 Williams Points Suite 890, Donnaberg, PA 61098",Yes,I84284356,TAX-026-60,Single,None,HS,90966.6,1973.0
CIT_027,Robert Blake,1976-10-09,Bharat,"15177 Carl Highway Apt. 633, Schmidtchester, KS 69877",Yes,260844446,TAX-027-43,Married,Yes,Bachelors,75541.19,1996.0
CIT_028,Brian Hancock,1969-10-13,US,"188 Le Point Suite 436, Brayland, WA 78972",Y,548950525,TAX-028-28,Widowed,Pending,Bachelors,17630.23,
CIT_029,Nicholas Thompson,2001-09-04,US,"12635 Solomon Branch Suite 003; Port Gregory; SC 10655,",Y,W05794857,TAX-029-42,Divorced, ,Masters,36842.95,
CIT_030,Elizabeth Potter,1935-03-31,US,"345 Juan Bridge, Michaelfort, UT 54145",Y,H67417665,TAX-030-26,Married,No,PhD,49301.19,
CIT_063,James Green,1939-07-22,USA,"07114 Johnson Spring; Jonathanville; AZ 66791,",Registered,744748835,TAX-031-90,Divorced,No,PhD,62826.07,
CIT_032,Karen Perez,1941-06-09,America,"5678 Stanley Mission, West Alex, DC 14853",No,Y52366739,,Divorced,No,PhD,60187.04,
CIT_033,Barbara Hudson,1990-09-17,IND,"USNV Horton, FPO AA 33271",No,F04179039,TAX_033_94,Unknown,Pending,PhD,14214.93,
CIT_034,Kenneth White,1942-03-14,America,"51191 Short Passage Suite 706, Mckinneyborough, OR 01530",N,R26988177,TAX-034-72,Single,Pending,HS,70957.67,
CIT_035,MELISSA LAWSON,1989-07-30,IND,"12799 Ryan Spur, Trevinobury, HI 05133",Y,H22862824,TAX-035-68,Unknown,No,Doctorate,51412.31,2017.0
CIT_036,BIANCA ROMERO,1989-09-28,FRANCE,"691 Timothy Parkway Apt. 832, Hatfieldstad, MI 07476",Yes,322524765,TAX-036-67,Married,Yes,High School,137828.92,
CIT_037,Cole Scott,1944-07-15,India,"036 Renee Stream, Reyesmouth, GU 90023",N,INVALID_must,TAX-037-09,Widowed,No,Masters,94605.85,1976.0
CIT_038,Roberto Cummings,Mar 11 2023,IND,"9325 Anderson Island Apt. 445; Foxview; MS 12136,", ,V07769485,TAX_038_87,Divorced,Pending,Bachelors,13351.6,1975.0
CIT_099,Adrian Perez,1972-10-17,FR,"341 Edward Estates Suite 969, South Ryan, SD 27153",Y,D61430362,TAX-039-48,S,None,Masters,37334.42,
CIT_040,Dillon Good,1971-10-28,IND,"PSC 9901; Box 7394; APO AE 42889,",N,D35879090,TAX-040-15,Single, ,Doctorate,79041.1,
CIT_041,MICHAEL RHODES,1937-01-31,France,"0089 Ryan Plain Suite 553, New Lauraview, OH 66864",No,718598899,TAX-041-06,Divorced,None,Bachelors,87213.71,
CIT_042,Travis Armstrong,1997-06-08,US,"53401 Douglas Drive; Davidfurt; ID 82151,",No,822797495,TAX_042_74,Single,None,High School,58337.19,
CIT_043,Stephanie Baker,Oct 13 1978,US,"320 Reed Springs, North Latasha, FL 20781",N,845718051,TAX_043_60,Divorced, ,Masters,129818.43,
CIT_044,Rebecca Forbes,2003-03-27,FRANCE,"Unit 1611 Box 1955, DPO AP 69780",N,INVALID_loss,TAX-044-15,Divorced,Pending,HS,17369.41,
CIT_045,ANTHONY MARQUEZ,1997-05-19,FR,"PSC 1039, Box 4671, APO AE 32255",No,855236965,TAX-045-11,Married,Yes,Doctorate,52771.33,
CIT_046,Robert Gordon,2002-07-14,America,"629 Crawford Common Apt. 753, Shortstad, CT 87265",Yes,INVALID_maintain,TAX-046-91,Widowed, ,Doctorate,64427.83,
CIT_047,Jeffrey Robinson,1934-04-11,India,"056 Michael Curve Suite 729, East Brandonhaven, RI 39950",Registered,C82802084,TAX-047-59,Divorced,None,Masters,145433.14,1925.0
CIT_048,Matthew Taylor,1981-06-13,India,"764 Kendra Meadow Apt. 090, East Rebeccamouth, CO 01358",N,H81441727,TAX_048_10,Single,No,Bachelors,107500.36,
CIT_049,DANA ROCHA,1976-04-26,France,"118 Taylor Dam, New Melvinport, WY 71183", ,224668929,TAX_049_92,Married,Pending,PhD,69465.37,
CIT_050,Kevin Patel,1978-11-11,IND,"0414 David Groves, Dudleyside, NE 53734",Yes,897355282,TAX-050-93,Divorced,Pending,High School,49151.43,
CIT_051,Sara Gibbs,1947-07-04,United States,"9441 Kaitlyn Views, Johnnymouth, NV 29447",No,319346814,TAX-051-96,Single, ,HS,49913.53,
CIT_052,Scott Spencer,2005-06-18,IND,"3506 Cody Haven; North Christopher; SC 33917,",Yes,L42346933,TAX-052-90,Single,None,High School,101124.51,1961.0
CIT_074,JENNY SERRANO,1981-12-13,Bharat,"5553 Jessica Centers, Brianamouth, NE 86097",Registered,W10840947,TAX-053-38,S,None,PhD,111629.09,
CIT_054,Nicholas Bailey,Dec 14 2001,Bharat,"38841 John Lock Apt. 401, East Leonard, SD 43298",Yes,208427605,TAX-054-02,Married,No,PhD,69320.59,
CIT_055,Bradley Lane PhD,2006-02-26,France,"3705 Juan Plain Suite 264, North Nathaniel, KY 58941", ,N41739552,TAX-055-28,Married,Yes,Masters,136130.01,
CIT_056,SHELLEY RUSSELL,1968-13-32,FR,"740 Castro Gateway Suite 111, Patrickport, OH 51563",N,INVALID_protect,TAX_056_13,Unknown,No,HS,130699.28,1986.0
CIT_057,Brandy Pierce,1970-11-18,America,"74036 Mcdonald Turnpike, New Benjamin, PA 93677",N,INVALID_job,TAX-057-15,Single,None,Masters,52837.94,
CIT_058,Rodney Costa,1946-11-12,FRANCE,"4702 Campbell Union, West Robertmouth, LA 65916",N,INVALID_pretty,TAX-058-06,Divorced, ,Doctorate,93440.41,
CIT_039,Heather Murphy,1995-05-28,FR,"7991 Ward Neck, Latashaberg, MH 41027",N,M08014616,TAX-059-07,Married,Yes,Masters,15324.57,
CIT_060,David Marsh,1965-11-03,IND,"48205 Gina Alley, Stewartburgh, WI 15935",Registered,844279544,TAX-060-08,Married,No,Bachelors,34502.69,
CIT_061,Erica Graham,1971-08-16,France,"4740 Ryan Streets Apt. 571, West Joseph, CT 79474",No,344354480,TAX_061_86,Widowed,Yes,PhD,24286.58,
CIT_062,Andrew Boyd,1994-03-18,FRANCE,"8314 Lisa Burg Suite 662, Margaretton, LA 14791",No,INVALID_girl,,Unknown,No,Doctorate,28888.17,
CIT_063,SHEENA HOLMES,1957-09-23,IND,"041 Andrea Curve Suite 909, Thomasborough, NE 79211",Y,409227565,TAX-063-68,S,None,Doctorate,58823.81,
CIT_064,Dawn Rivera,1936-13-32,FRANCE,"7293 Ruiz Village Suite 545, North Martin, MP 47115",N,679212988,TAX-064-19,Married,Yes,HS,121841.26,
CIT_065,Christine Mills,1959-02-12,India,"8588 Diaz Island Suite 417; Lambville; UT 39258,",Yes,303170365,TAX_065_77,Divorced,Yes,High School,45048.01,
CIT_066,Mark Silva,1951-10-18,Bharat,"79348 Gordon Views Suite 994, Smithport, MN 36314",Registered,480599158,TAX-066-47,Divorced,Pending,Bachelors,19109.16,
CIT_067,Robert Williams,Dec 15 1999,FR,"4295 Everett Mountain Apt. 757, North Mark, IA 73810",N,897948412,TAX-067-12,Unknown,No,HS,107643.08,2013.0
CIT_068,Terry Greer,1942-13-32,Bharat,"810 Williams Mall Suite 184, Lauraside, SC 52549",Registered,481006285,TAX-068-62,Married,Pending,PhD,51699.91,1966.0
CIT_069,Stephanie Robinson,1976-02-23,FRANCE,"659 Sanchez Crossing Suite 148, New Claire, TX 62277",N,648041435,TAX_069_82,Unknown,None,PhD,88870.86,
CIT_070,Daniel Brown IV,1961-13-32,America,"929 Tina Tunnel Suite 485; Port Ericchester; GA 25395,",Yes,653517586,TAX_070_09,Divorced, ,HS,34288.99,
CIT_071,Austin Brown,1935-08-13,France,"1681 Davis Throughway; New Tami; PR 28667,",Yes,739710374,TAX-071-40,Unknown, ,Masters,45734.98,2008.0
CIT_072,Jason Hardy,2004-07-01,FRANCE,"Unit 3967 Box 9582; DPO AA 21182,",Registered,089012932,TAX-072-38,Married,No,HS,113885.05,1954.0
CIT_073,Erin Serrano,1971-01-09,Bharat,"5431 Nicholas Glen, Laraview, KY 76400",No,197473749,TAX-073-07,Single,No,HS,76025.88,
CIT_074,FERNANDO HUNT,1971-10-01,France,"7728 Carol Plaza, Jamesborough, AR 17467",No,348047583,TAX-074-86,Unknown,No,Doctorate,141163.07,
CIT_075,Christian Jenkins,1967-05-04,United States,"0641 Compton Ville Apt. 317; Cherylborough; GA 26222,",Yes,Q43566954,TAX-075-77,Married, ,HS,124707.37,
CIT_076,KAREN CLARKE,1964-06-27,America,"602 Farrell Fort Suite 437; Lukefurt; MA 61924,",No,765989793,TAX-076-47,Married,Yes,High School,59602.37,
CIT_077,JESSICA SIMPSON,1936-12-10,FRANCE,"8254 Denise Branch Suite 848, East Andrew, RI 79181",Y,S19360916,TAX-077-45,S, ,High School,59392.99,
CIT_078,Crystal Sherman,1988-01-21,FRANCE,"4087 Jesse Garden Apt. 611; Barnettfurt; AS 26457,",No,699467178,TAX-078-75,Married,None,HS,23435.91,
CIT_079,Andrew Cruz,2005-03-04,USA,"847 Moore Alley, Hollyview, MS 33843", ,915865369,TAX_079_46,Widowed, ,Bachelors,144903.59,
CIT_080,Linda Hunt,1969-04-27,France,"PSC 7712, Box 1971, APO AP 77910",Yes,122739425,TAX-080-93,Unknown,Yes,High School,61501.58,1981.0
CIT_081,RACHEL GONZALEZ,1966-12-03,France,"243 Sanchez Park Suite 427, East Brian, CO 29669",Registered,813169136,TAX-081-37,Widowed,None,High School,92881.18,
CIT_082,Cody Young,1936-08-07,France,"37155 James Place; Port Johnland; AZ 85034,",Yes,INVALID_decide,TAX-082-25,Divorced,Yes,Bachelors,149131.03,
CIT_083,NANCY MUNOZ,1954-10-01,Bharat,"1898 Jimenez Gardens, Barkermouth, MI 11114", ,F40685344,TAX-083-77,Widowed,No,Masters,100815.76,
CIT_084,Jennifer Hines,1986-02-03,US,"01055 Butler Squares Suite 283, East Virginia, NC 54086",Registered,650055004,TAX-084-88,Divorced,Pending,Masters,120826.51,
CIT_085,APRIL DOMINGUEZ,1953-08-21,FR,"57033 Guerrero Valleys, West Lori, WI 41839",Y,546986522,TAX_085_27,Divorced, ,Doctorate,48518.23,1970.0
CIT_086,KYLE CRAIG,1961-10-01,America,"999 Katherine View Suite 134, Ronnieburgh, WI 18215",No,W13649051,,Divorced, ,Bachelors,124153.45,
CIT_087,Richard Walker,1976-11-04,Bharat,"99901 Jason Shoal Suite 270, Lake Darlene, NY 04495",N,Q26017097,TAX-087-86,Married,None,High School,138046.22,2006.0
CIT_088,Ryan Rhodes,1985-12-07,US,"3187 Daniel Islands Apt. 114, East Brandon, WI 35060",Registered,961334893,TAX-088-10,Divorced,Yes,Doctorate,42555.87,
CIT_089,Shawn Owens,1972-05-12,US,"68975 Amber Forge, West Amy, PR 67561",No,291867223,TAX_089_87,Unknown,Pending,Bachelors,20332.01,
CIT_090,Brandon Farmer,2001-06-18,FRANCE,"Unit 1690 Box 0910; DPO AP 96028,", ,INVALID_respond,TAX-090-79,Married, ,PhD,104543.38,
CIT_091,Molly Wood,1977-06-01,FR,"4429 Meghan Plains, Porterview, NJ 43977",N,281707091,TAX_091_44,Divorced, ,PhD,121991.02,
CIT_092,Matthew Tucker,1948-01-15,Bharat,"9580 Wood Walk Suite 457; West Pattyfurt; WA 56097,",Registered,INVALID_pay,TAX-092-38,Married,None,PhD,58007.63,
CIT_093,Troy Rodriguez,1940-12-28,Bharat,"82432 Roach Spur; South Marie; VT 24673,",Y,566848854,TAX-093-75,Widowed,No,Doctorate,25499.16,
CIT_094,DAVID SMITH,Apr 01 1971,US,"52269 Tammy Summit, East Emily, TN 68738",Y,673813579,TAX-094-89,Widowed,Yes,PhD,126219.72,
CIT_095,RICARDO TAYLOR,1936-07-19,India,"87569 Kyle Vista Suite 972, Hortonton, KS 59208",Y,J82064980,TAX-095-57,S, ,Masters,142487.29,1966.0
CIT_096,KEVIN MARTINEZ,1952-07-16,United States,"068 Little Rapids; Skinnerborough; ND 17168,",N,Q55704555,TAX-096-56,Single,No,Masters,128649.89,
CIT_097,Ann Newton,1969-03-28,India,"758 Joanna Rapid Suite 686; Victorton; AR 17572,",Registered,T72657691,TAX-097-01,Unknown,Yes,Bachelors,55551.04,
CIT_098,CHRISTINA ACEVEDO,1962-03-15,India,"12906 Amanda Mills Suite 026, Karenshire, UT 46371",N,601429556,TAX-098-68,S,Yes,HS,79058.99,1978.0
CIT_099,Ana Klein,1986-11-12,United States,"9958 Tyrone Crossing, Deborahview, FL 87943",Registered,G31435758,TAX-099-24,Widowed,None,High School,77259.86,
CIT_100,Joseph Waters,1972-02-10,USA,"1630 Karen Dam Suite 640, West Josephview, SD 96804", ,INVALID_provide,TAX-100-43,Married,Yes,Bachelors,52115.11,
CIT_101,Chad Allen,2001-03-26,India,"487 Dylan Ramp, Heathertown, NM 64853", ,529062900,TAX-101-91,Married,Pending,Doctorate,117264.59,
CIT_102,David Taylor,1984-05-28,United States,"9175 Cooper Springs, North Loriton, NH 95112",Yes,182501153,TAX-102-26,Unknown,No,Masters,110910.79,
CIT_103,Amy Davis,Feb 21 1989,Bharat,"USCGC Perez, FPO AP 63598",Registered,520496675,TAX-103-55,Unknown, ,Masters,81549.9,
CIT_104,JONATHAN LEWIS,1962-08-31,France,"390 Koch Unions, Salashaven, OR 03873",Yes,J42728222,TAX-104-58,Unknown,None,Masters,114585.55,
CIT_105,James Barnes,2006-08-02,FRANCE,"174 Anthony Roads, South Sally, FL 98657",N,INVALID_area,,Divorced,Pending,Bachelors,115106.52,1960.0
CIT_106,Justin Murphy II,1934-12-19,United States,"USNV Moore, FPO AE 26139",Y,541741030,TAX-106-08,Single, ,HS,76980.97,
CIT_107,DENNIS ALVAREZ,1949-02-28,India,"775 Lisa Roads Suite 555; Davisshire; VT 74553,",No,M90425996,TAX-107-75,Married,Yes,HS,17575.26,
CIT_108,SARAH SCHROEDER,1947-02-12,France,"99880 Campos Lake; Gutierrezhaven; UT 77542,",Yes,169219144,TAX-108-64,Unknown, ,Bachelors,137058.62,
CIT_109,Jason Gomez,1985-07-30,India,"Unit 9870 Box 8552; DPO AA 75731,",Registered,B17332490,TAX-109-19,Married,No,Bachelors,112422.11,1983.0
CIT_110,Pamela Smith,1983-01-17,Bharat,"6666 Reyes Loop Suite 176; Lake Jacobmouth; SD 20135,",Yes,578787786,TAX-110-64,Single,Pending,PhD,75411.58,
CIT_111,HOLLY COOK,1990-06-12,FR,"96434 Weiss Common Suite 369; New Alexanderton; MD 14365,",Y,563904708,TAX-111-29,Divorced,None,Masters,54753.86,
CIT_112,Joshua Carlson,1996-11-08,FR,"032 Vazquez Rapid Suite 766, Port Gregory, NH 91715",Y,N40120280,TAX-112-94,Married,No,HS,29632.04,1995.0
CIT_113,Samantha Lindsey,1943-03-09,United States,"03121 Terrell Park, Schneiderside, MO 19876",Registered,M39715499,TAX_113_84,Single,Pending,HS,78751.85,
CIT_114,Brian Williams,1961-03-05,France,"71175 Brady Camp, North Mark, WV 19311",No,U30488903,TAX_114_76,Widowed, ,HS,47026.48,
CIT_115,Brett Hunter,1951-04-08,France,"863 Robinson Summit; West Robert; HI 41619,",Yes,O63358431,TAX_115_45,Divorced,Pending,HS,14103.27,
CIT_116,Reginald Jones,1947-07-30,United States,"427 Marie Corner; West Phillipshire; MI 42068,",Y,Q33906045,TAX-116-05,Married,Pending,PhD,54352.13,
CIT_117,ROBERT SCOTT,2000-08-03,United States,"7793 Clark Trail Suite 073, Andersonville, AS 37249",N,447112255,TAX_117_98,S,Pending,PhD,69714.29,
CIT_118,Hannah Moore,1959-11-06,India,"62161 Adams Path Suite 859; Lake Kevinmouth; UT 87561,",N,S03852335,TAX_118_85,S, ,High School,81484.79,
CIT_119,Carmen Ruiz,Nov 19 1990,India,"12342 Powers Skyway Suite 760, Josephton, GU 94559", ,M73099164,TAX-119-86,Widowed,None,PhD,21587.68,
CIT_120,Melinda Hall,1992-12-10,United States,"9120 Brandy Loaf, Lake Samanthaburgh, OH 62616",N,C52127665,TAX-120-37,Divorced,Pending,HS,140740.2,
CIT_121,ROBERT WHITE,1947-05-21,France,"5241 Ramsey Crossing, Nicolebury, NJ 93433",Y,791409359,TAX-121-22,Unknown,No,Doctorate,76307.13,1942.0
CIT_122,Rhonda Jones,1948-13-32,IND,"1090 Jennifer Ridge Suite 200, Leahborough, TN 44468", ,N43790456,TAX-122-46,S,None,PhD,115934.32,
CIT_123,TIMOTHY SIMPSON,2006-10-04,Bharat,"619 Nunez Trail, Leeville, GA 16488",Yes,INVALID_manager,TAX-123-19,Widowed,No,Bachelors,38321.66,
CIT_124,Timothy Taylor,1999-06-04,IND,"094 Hannah Mountains; West Thomasberg; MN 62954,",Yes,068184827,TAX-124-40,Unknown,No,HS,23528.39,
CIT_125,JAMES FERNANDEZ,2002-04-27,US,"12278 Jennifer Crossing; New Robert; SC 60963,",N,E07083894,TAX_125_67,Divorced, ,PhD,114350.04,
CIT_126,Pamela Frost,May 24 1992,India,"1906 Fischer Dam Apt. 568; West Charles; MI 99267,", ,478706981,TAX-126-24,Divorced,Yes,High School,56623.89,
CIT_127,Melissa Young,1951-08-21,India,"43930 Tyrone Trace, Robertland, SD 07983",N,203697814,TAX_127_03,Married,Pending,Masters,54531.75,1976.0
CIT_128,JONATHAN LEE,Aug 05 2016,America,"265 Long Lights Apt. 028, West Anthonyshire, LA 21459",No,S41480923,TAX-128-94,Widowed,No,Doctorate,120527.33,
CIT_129,PATRICK NEWMAN,1958-02-07,US,"761 Walker Landing Suite 161; North Tonyaport; NH 57461,",Registered,671033442,TAX-129-09,S,Pending,Doctorate,108019.19,
CIT_130,SARAH FOSTER,1966-06-01,Bharat,"99113 Todd Cape Apt. 907, Kaitlynville, WV 55928",Y,544782647,TAX-130-31,Single,None,High School,132114.47,
CIT_131,ALEXIS WILLIAMS,1969-08-07,FR,"97777 Richardson Way; Port Ericafurt; IN 13815,", ,851780612,TAX-131-87,Unknown,Pending,High School,112450.75,
CIT_132,JOHN RODRIGUEZ,1959-11-07,FR,"213 Angela Knoll; Nicholasmouth; NE 87089,",Registered,Y84238940,TAX-132-23,Divorced, ,Doctorate,100243.86,
CIT_133,Crystal Sanchez,1977-04-09,India,"029 Crystal Rapids, Lake John, IN 36982",N,934346269,TAX-133-96,Divorced,Pending,Doctorate,-86352.0,
CIT_134,Eric Donaldson,2005-06-26,Bharat,"73493 Palmer Isle Suite 849, North Michaelfurt, MI 46114",Registered,120759270,TAX-134-63,Widowed,Yes,Bachelors,10836.46,
CIT_135,Louis Mitchell,1988-01-27,FRANCE,"8092 Knight Islands, South Nataliemouth, GU 87719",Registered,535857426,TAX_135_45,Divorced,None,High School,43513.62,
CIT_136,Sandra Hanson,1971-10-09,FR,"2790 Rebecca Vista Apt. 970, Port Andrea, FL 28378",Registered,528476181,TAX-136-84,Widowed,Yes,Masters,100282.69,1965.0
CIT_137,DANIEL MITCHELL,1979-06-10,India,"6051 Streetephanie Streetream; Kevinchester; OH 26524,", ,689802581,TAX-137-10,Divorced,Pending,PhD,-44628.0,1956.0
CIT_138,SARA PAYNE,1947-11-29,France,"2400 Kelley Bridge, Meganburgh, ND 64268",Registered,673221935,TAX-138-20,Single,Pending,High School,65425.99,
CIT_139,JESSICA MEDINA,1955-05-06,France,"884 Susan Vista Suite 397; Edwinland; IN 11951,",N,247287769,TAX-139-07,Divorced,Pending,Doctorate,53170.64,
CIT_140,MRS. BRANDI HENDERSON,2001-02-24,America,"36449 Norton Mission; New Brandifurt; SD 09405,",No,034408506,TAX_140_62,Single,None,Doctorate,130249.35,
CIT_141,Tonya Williamson,1983-09-11,US,"921 Joshua Springs, Michaelport, TX 54037",Registered,391294507,TAX-141-97,S,Yes,High School,104880.31,
CIT_142,Tina Carter,1965-06-07,India,"PSC 0524, Box 7586, APO AE 91523",Registered,INVALID_himself,TAX-142-84,S,Yes,HS,16088.47,
CIT_018,Melissa Davis,1944-06-02,India,"791 Michelle Cliff, Port Taylor, OR 73555", ,D15249582,,Unknown,Pending,PhD,60833.72,1937.0
CIT_144,Todd Harvey,1951-08-07,Bharat,"Unit 3925 Box 1809; DPO AA 78107,",Y,668406722,TAX-144-58,Married, ,PhD,28507.87,
CIT_145,John Delacruz,Oct 15 1987,India,"475 Daniel Fords Suite 956, South Amber, WV 57053",Registered,INVALID_something,TAX-145-67,Divorced, ,PhD,149564.18,
CIT_146,Kevin Mitchell,1993-02-06,France,"4124 Valencia Street Suite 909, West Michaelville, MH 35022",No,O79917951,TAX-146-22,S,None,HS,54836.28,
CIT_147,Charlene Moore,1957-05-08,France,"28862 Andrea Locks, North Williambury, WY 66208",Registered,U25487953,TAX-147-16,Divorced,Yes,PhD,86206.9,
CIT_148,Scott Smith,1940-08-31,US,"8123 Waters Neck Apt. 506, Cassandraville, HI 63780",Yes,D45843754,TAX-148-88,S,Pending,HS,18770.28,
CIT_149,BRANDI BAKER,2001-06-19,Bharat,"84470 Gary Squares, Joshuamouth, MA 11308",Yes,Z31803243,TAX_149_67,Divorced,None,Doctorate,62541.66,1986.0
CIT_150,Melanie York,1972-07-13,Bharat,"6755 Dillon Rue Apt. 817; Lake Jenniferbury; UT 15794,",Y,I50687850,TAX-150-22,Married, ,PhD,42271.78,
CIT_151,Chelsea Johnson,1967-02-16,FRANCE,"86813 Patricia Island, Ronaldside, MT 87625",Y,INVALID_month,TAX_151_03,Unknown,No,Bachelors,63588.84,1960.0
CIT_152,Ashley Duke,1996-03-30,France,"Unit 7248 Box 2062, DPO AP 38205",Yes,INVALID_billion,,S,None,Masters,43227.75,
CIT_153,Robert Lopez,1963-08-03,US,"8026 Cobb Mews Suite 048, Taylorfurt, ID 51165", ,G41225671,TAX_153_99,Married,No,Masters,86572.95,
CIT_154,JOSEPH STANLEY,1945-09-29,America,"454 Allison Rapid Apt. 386, South Dominique, WA 63522",N,925554962,TAX_154_55,S, ,Doctorate,85679.34,
CIT_155,WAYNE GORDON,1975-10-17,USA,"068 Lynn Ramp Suite 749, Kathleenchester, CA 76492",Registered,INVALID_compare,TAX_155_85,Divorced, ,Masters,101925.59,
CIT_156,JASON MITCHELL,1993-04-11,America,"USCGC Swanson, FPO AE 15246",Y,INVALID_they,TAX-156-75,Widowed,None,HS,43128.39,
CIT_157,MICHAEL MARTINEZ,1972-10-01,France,"1773 Jackson Gateway; Lake Erika; CT 07280,",Yes,703793919,TAX-157-25,Widowed,None,Doctorate,82701.82,2004.0
CIT_158,David Wallace,1993-03-03,India,"7414 Ellis Springs, West Teresa, GA 06415", ,K61165076,TAX-158-31,Divorced,No,PhD,18563.44,
CIT_159,KEVIN KELLEY,1982-09-27,FRANCE,"4114 Fuller Fields Apt. 942, Port Amandaburgh, OR 22572", ,N69495915,,Widowed,Pending,HS,77424.67,
CIT_160,MATTHEW GONZALEZ,1991-02-18,America,"935 Gary Plaza Suite 880; Wilsonfort; OK 75483,",Yes,P26553666,,Married, ,Masters,-55857.0,
CIT_161,JEFFREY MARTIN,1971-08-23,India,"97933 Shelby Isle Suite 529; New Megan; CO 31734,",Registered,011166388,TAX-161-21,Divorced,Yes,Doctorate,16605.58,
